lake_name,year,ice_off_doy
LAKE BAIKAL,1868,121
LAKE BAIKAL,1869,127
LAKE BAIKAL,1870,120
LAKE BAIKAL,1871,127
LAKE BAIKAL,1872,133
LAKE BAIKAL,1873,116
LAKE BAIKAL,1874,119
LAKE BAIKAL,1875,134
LAKE BAIKAL,1876,154
LAKE BAIKAL,1877,127
LAKE BAIKAL,1878,157
LAKE BAIKAL,1879,132
LAKE BAIKAL,1880,117
LAKE BAIKAL,1881,117
LAKE BAIKAL,1882,139
LAKE BAIKAL,1883,122
LAKE BAIKAL,1884,123
LAKE BAIKAL,1885,102
LAKE BAIKAL,1886,104
LAKE BAIKAL,1887,115
LAKE BAIKAL,1888,133
LAKE BAIKAL,1889,116
LAKE BAIKAL,1890,134
LAKE BAIKAL,1891,120
LAKE BAIKAL,1892,122
LAKE BAIKAL,1893,109
LAKE BAIKAL,1894,110
LAKE BAIKAL,1895,118
LAKE BAIKAL,1896,128
LAKE BAIKAL,1897,120
LAKE BAIKAL,1898,85
LAKE BAIKAL,1899,127
LAKE BAIKAL,1900,117
LAKE BAIKAL,1901,121
LAKE BAIKAL,1902,118
LAKE BAIKAL,1903,127
LAKE BAIKAL,1904,96
LAKE BAIKAL,1905,116
LAKE BAIKAL,1906,101
LAKE BAIKAL,1907,119
LAKE BAIKAL,1908,122
LAKE BAIKAL,1909,125
LAKE BAIKAL,1910,134
LAKE BAIKAL,1911,120
LAKE BAIKAL,1912,126
LAKE BAIKAL,1913,100
LAKE BAIKAL,1914,110
LAKE BAIKAL,1915,104
LAKE BAIKAL,1916,121
LAKE BAIKAL,1917,119
LAKE BAIKAL,1918,113
LAKE BAIKAL,1919,114
LAKE BAIKAL,1920,122
LAKE BAIKAL,1921,114
LAKE BAIKAL,1922,103
LAKE BAIKAL,1923,126
LAKE BAIKAL,1924,109
LAKE BAIKAL,1925,90
LAKE BAIKAL,1926,112
LAKE BAIKAL,1927,115
LAKE BAIKAL,1928,119
LAKE BAIKAL,1929,137
LAKE BAIKAL,1930,123
LAKE BAIKAL,1931,79
LAKE BAIKAL,1932,93
LAKE BAIKAL,1933,103
LAKE BAIKAL,1934,104
LAKE BAIKAL,1935,130
LAKE BAIKAL,1936,111
LAKE BAIKAL,1937,115
LAKE BAIKAL,1938,113
LAKE BAIKAL,1939,102
LAKE BAIKAL,1940,105
LAKE BAIKAL,1941,108
LAKE BAIKAL,1942,99
LAKE BAIKAL,1943,115
LAKE BAIKAL,1944,122
LAKE BAIKAL,1945,106
LAKE BAIKAL,1946,118
LAKE BAIKAL,1947,138
LAKE BAIKAL,1948,91
LAKE BAIKAL,1949,130
LAKE BAIKAL,1950,123
LAKE BAIKAL,1951,93
LAKE BAIKAL,1952,121
LAKE BAIKAL,1953,108
LAKE BAIKAL,1954,123
LAKE BAIKAL,1955,114
LAKE BAIKAL,1956,121
LAKE BAIKAL,1957,108
LAKE BAIKAL,1958,72
LAKE BAIKAL,1959,121
LAKE BAIKAL,1960,89
LAKE BAIKAL,1961,101
LAKE BAIKAL,1962,105
LAKE BAIKAL,1963,99
LAKE BAIKAL,1964,101
LAKE BAIKAL,1965,114
LAKE BAIKAL,1966,124
LAKE BAIKAL,1967,114
LAKE BAIKAL,1968,125
LAKE BAIKAL,1969,126
LAKE BAIKAL,1970,122
LAKE BAIKAL,1971,107
LAKE BAIKAL,1972,116
LAKE BAIKAL,1973,102
LAKE BAIKAL,1974,134
LAKE BAIKAL,1975,104
LAKE BAIKAL,1976,123
LAKE BAIKAL,1977,88
LAKE BAIKAL,1978,101
LAKE BAIKAL,1979,120
LAKE BAIKAL,1980,96
LAKE BAIKAL,1981,107
LAKE BAIKAL,1982,95
LAKE BAIKAL,1983,96
LAKE BAIKAL,1984,117
LAKE BAIKAL,1985,118
LAKE BAIKAL,1986,97
LAKE BAIKAL,1987,108
LAKE BAIKAL,1988,83
LAKE BAIKAL,1989,93
LAKE BAIKAL,1990,92
LAKE BAIKAL,1991,134
LAKE BAIKAL,1992,97
LAKE BAIKAL,1993,101
LAKE BAIKAL,1994,78
LAKE BAIKAL,1995,103
LAKE BAIKAL,1996,95
LAKE BAIKAL,1997,107
LAKE BAIKAL,1998,102
LAKE BAIKAL,1999,107
LAKE BAIKAL,2000,127
LAKE BAIKAL,2001,85
LAKE BAIKAL,2002,95
LAKE BAIKAL,2003,95
LAKE BAIKAL,2004,126
LAKE BAIKAL,2005,109
Cazenovia Lake,1839,100
Cazenovia Lake,1840,99
Cazenovia Lake,1841,
Cazenovia Lake,1842,80
Cazenovia Lake,1843,116
Cazenovia Lake,1844,103
Cazenovia Lake,1845,90
Cazenovia Lake,1846,98
Cazenovia Lake,1847,116
Cazenovia Lake,1848,95
Cazenovia Lake,1849,95
Cazenovia Lake,1850,112
Cazenovia Lake,1851,89
Cazenovia Lake,1852,109
Cazenovia Lake,1853,107
Cazenovia Lake,1854,99
Cazenovia Lake,1855,114
Cazenovia Lake,1856,117
Cazenovia Lake,1857,99
Cazenovia Lake,1858,92
Cazenovia Lake,1859,79
Cazenovia Lake,1860,91
Cazenovia Lake,1861,102
Cazenovia Lake,1862,112
Cazenovia Lake,1863,113
Cazenovia Lake,1864,108
Cazenovia Lake,1865,88
Cazenovia Lake,1866,101
Cazenovia Lake,1867,105
Cazenovia Lake,1868,94
Cazenovia Lake,1869,110
Cazenovia Lake,1870,106
Cazenovia Lake,1871,70
Cazenovia Lake,1872,114
Cazenovia Lake,1873,120
Cazenovia Lake,1874,111
Cazenovia Lake,1875,103
Cazenovia Lake,1876,109
Cazenovia Lake,1877,114
Cazenovia Lake,1878,75
Cazenovia Lake,1879,117
Cazenovia Lake,1880,88
Cazenovia Lake,1881,114
Cazenovia Lake,1882,62
Cazenovia Lake,1883,108
Cazenovia Lake,1884,106
Cazenovia Lake,1885,116
Cazenovia Lake,1886,91
Cazenovia Lake,1887,115
Cazenovia Lake,1888,105
Cazenovia Lake,1889,107
Cazenovia Lake,1890,88
Cazenovia Lake,1891,
Cazenovia Lake,1892,
Cazenovia Lake,1893,
Cazenovia Lake,1894,
Cazenovia Lake,1895,
Cazenovia Lake,1896,
Cazenovia Lake,1897,
Cazenovia Lake,1898,72
Cazenovia Lake,1899,
Cazenovia Lake,1900,
Cazenovia Lake,1901,
Cazenovia Lake,1902,87
Cazenovia Lake,1903,
Cazenovia Lake,1904,
Cazenovia Lake,1905,
Cazenovia Lake,1906,95
Cazenovia Lake,1907,90
Cazenovia Lake,1908,
Cazenovia Lake,1909,
Cazenovia Lake,1910,86
Cazenovia Lake,1911,105
Cazenovia Lake,1912,106
Cazenovia Lake,1913,78
Cazenovia Lake,1914,109
Cazenovia Lake,1915,102
Cazenovia Lake,1916,98
Cazenovia Lake,1917,
Cazenovia Lake,1918,99
Cazenovia Lake,1919,80
Cazenovia Lake,1920,92
Cazenovia Lake,1921,76
Cazenovia Lake,1922,98
Cazenovia Lake,1923,110
Cazenovia Lake,1924,102
Cazenovia Lake,1925,83
Cazenovia Lake,1926,112
Cazenovia Lake,1927,80
Cazenovia Lake,1928,97
Cazenovia Lake,1929,84
Cazenovia Lake,1930,96
Cazenovia Lake,1931,
Cazenovia Lake,1932,113
Cazenovia Lake,1933,93
Cazenovia Lake,1934,100
Cazenovia Lake,1935,103
Cazenovia Lake,1936,91
Cazenovia Lake,1937,108
Cazenovia Lake,1938,82
Cazenovia Lake,1939,110
Cazenovia Lake,1940,113
Cazenovia Lake,1941,105
Cazenovia Lake,1942,97
Cazenovia Lake,1943,91
Cazenovia Lake,1944,111
Cazenovia Lake,1945,83
Cazenovia Lake,1946,81
Cazenovia Lake,1947,102
Cazenovia Lake,1948,87
Cazenovia Lake,1949,85
Cazenovia Lake,1950,109
Cazenovia Lake,1951,93
Cazenovia Lake,1952,96
Cazenovia Lake,1953,81
Cazenovia Lake,1954,85
Cazenovia Lake,1955,96
Cazenovia Lake,1956,112
Cazenovia Lake,1957,95
Cazenovia Lake,1958,110
Cazenovia Lake,1959,106
Cazenovia Lake,1960,106
Cazenovia Lake,1961,111
Cazenovia Lake,1962,98
Cazenovia Lake,1963,99
Cazenovia Lake,1964,103
Cazenovia Lake,1965,104
Cazenovia Lake,1966,82
Cazenovia Lake,1967,95
Cazenovia Lake,1968,
Cazenovia Lake,1969,103
Cazenovia Lake,1970,110
Cazenovia Lake,1971,113
Cazenovia Lake,1972,114
Cazenovia Lake,1973,70
Cazenovia Lake,1974,103
Cazenovia Lake,1975,111
Cazenovia Lake,1976,87
Cazenovia Lake,1977,91
Cazenovia Lake,1978,106
Cazenovia Lake,1979,92
Cazenovia Lake,1980,98
Cazenovia Lake,1981,89
Cazenovia Lake,1982,107
Cazenovia Lake,1983,67
Cazenovia Lake,1984,102
Cazenovia Lake,1985,89
Cazenovia Lake,1986,89
Cazenovia Lake,1987,89
Cazenovia Lake,1988,94
Cazenovia Lake,1989,89
Cazenovia Lake,1990,76
Cazenovia Lake,1991,86
Cazenovia Lake,1992,105
Cazenovia Lake,1993,105
Cazenovia Lake,1994,109
Cazenovia Lake,1995,79
Cazenovia Lake,1996,102
Cazenovia Lake,1997,96
Cazenovia Lake,1998,89
Cazenovia Lake,1999,97
Cazenovia Lake,2000,83
Cazenovia Lake,2001,107
Cazenovia Lake,2002,70
Cazenovia Lake,2003,104
Cazenovia Lake,2004,96
Cazenovia Lake,2005,98
Cazenovia Lake,2006,90
Cazenovia Lake,2007,94
Cazenovia Lake,2008,98
Cazenovia Lake,2009,92
Cazenovia Lake,2010,85
MENDOTA,1853.095,95
MENDOTA,1856.105,105
MENDOTA,1857.126,126
MENDOTA,1858.085,85
MENDOTA,1859.073,73
MENDOTA,1860.086,86
MENDOTA,1861.1,100
MENDOTA,1862.103,103
MENDOTA,1863.099,99
MENDOTA,1864.112,112
MENDOTA,1865.095,95
MENDOTA,1866.108,108
MENDOTA,1867.11,110
MENDOTA,1868.091,91
MENDOTA,1869.106,106
MENDOTA,1870.102,102
MENDOTA,1871.092,92
MENDOTA,1872.114,114
MENDOTA,1873.113,113
MENDOTA,1874.104,104
MENDOTA,1875.105,105
MENDOTA,1876.101,101
MENDOTA,1877.107,107
MENDOTA,1878.068,68
MENDOTA,1879.102,102
MENDOTA,1880.085,85
MENDOTA,1881.123,123
MENDOTA,1882.08,80
MENDOTA,1883.103,103
MENDOTA,1884.106,106
MENDOTA,1885.11,110
MENDOTA,1886.109,109
MENDOTA,1887.105,105
MENDOTA,1888.106,106
MENDOTA,1889.09,90
MENDOTA,1890.089,89
MENDOTA,1891.106,106
MENDOTA,1892.093,93
MENDOTA,1893.097,97
MENDOTA,1894.074,74
MENDOTA,1895.098,98
MENDOTA,1896.096,96
MENDOTA,1897.1,100
MENDOTA,1898.086,86
MENDOTA,1899.108,108
MENDOTA,1900.107,107
MENDOTA,1901.101,101
MENDOTA,1902.089,89
MENDOTA,1903.083,83
MENDOTA,1904.108,108
MENDOTA,1905.091,91
MENDOTA,1906.098,98
MENDOTA,1907.083,83
MENDOTA,1908.084,84
MENDOTA,1909.097,97
MENDOTA,1910.085,85
MENDOTA,1911.079,79
MENDOTA,1912.105,105
MENDOTA,1913.092,92
MENDOTA,1914.1,100
MENDOTA,1915.1,100
MENDOTA,1916.099,99
MENDOTA,1917.101,101
MENDOTA,1918.095,95
MENDOTA,1919.085,85
MENDOTA,1920.088,88
MENDOTA,1921.075,75
MENDOTA,1922.09,90
MENDOTA,1923.11,110
MENDOTA,1924.105,105
MENDOTA,1925.093,93
MENDOTA,1926.109,109
MENDOTA,1927.078,78
MENDOTA,1928.092,92
MENDOTA,1929.086,86
MENDOTA,1930.079,79
MENDOTA,1931.083,83
MENDOTA,1932.095,95
MENDOTA,1933.094,94
MENDOTA,1934.085,85
MENDOTA,1935.087,87
MENDOTA,1936.09,90
MENDOTA,1937.103,103
MENDOTA,1938.081,81
MENDOTA,1939.094,94
MENDOTA,1940.107,107
MENDOTA,1941.101,101
MENDOTA,1942.085,85
MENDOTA,1943.092,92
MENDOTA,1944.099,99
MENDOTA,1945.079,79
MENDOTA,1946.08,80
MENDOTA,1947.1,100
MENDOTA,1948.094,94
MENDOTA,1949.089,89
MENDOTA,1950.101,101
MENDOTA,1951.102,102
MENDOTA,1952.099,99
MENDOTA,1953.08,80
MENDOTA,1954.084,84
MENDOTA,1955.094,94
MENDOTA,1956.095,95
MENDOTA,1957.094,94
MENDOTA,1958.094,94
MENDOTA,1959.104,104
MENDOTA,1960.103,103
MENDOTA,1961.096,96
MENDOTA,1962.102,102
MENDOTA,1963.093,93
MENDOTA,1964.102,102
MENDOTA,1965.104,104
MENDOTA,1966.076,76
MENDOTA,1967.093,93
MENDOTA,1968.087,87
MENDOTA,1969.1,100
MENDOTA,1970.098,98
MENDOTA,1971.103,103
MENDOTA,1972.11,110
MENDOTA,1973.073,73
MENDOTA,1974.095,95
MENDOTA,1975.109,109
MENDOTA,1976.084,84
MENDOTA,1977.087,87
MENDOTA,1978.101,101
MENDOTA,1979.109,109
MENDOTA,1980.097,97
MENDOTA,1981.082,82
MENDOTA,1982.093,93
MENDOTA,1983.067,67
MENDOTA,1984.099,99
MENDOTA,1985.086,86
MENDOTA,1986.09,90
MENDOTA,1987.071,71
MENDOTA,1988.089,89
MENDOTA,1989.095,95
MENDOTA,1990.074,74
MENDOTA,1991.083,83
MENDOTA,1992.086,86
MENDOTA,1993.101,101
MENDOTA,1994.09,90
MENDOTA,1995.08,80
MENDOTA,1996.098,98
MENDOTA,1997.091,91
MENDOTA,1998.058,58
MENDOTA,1999.08,80
MENDOTA,2000.067,67
MENDOTA,2001.097,97
MENDOTA,2002.074,74
MENDOTA,2003.093,93
MENDOTA,2004.087,87
MENDOTA,2005.095,95
MENDOTA,2006.083,83
MENDOTA,2007.086,86
MENDOTA,2008.101,101
MENDOTA,2009.082,82
MENDOTA,2010.085,85
MENDOTA,2011.093,93
MENDOTA,2012.071,71
MENDOTA,2013.101,101
MENDOTA,2014.102,102
MENDOTA,2015.093,93
MENDOTA,2016.073,72
MENDOTA,2017.066,67
MENDOTA,2018,90
MONONA,1852.085,85
MONONA,1856.105,105
MONONA,1857.124,124
MONONA,1858.081,81
MONONA,1859.074,74
MONONA,1860.086,86
MONONA,1861.1,100
MONONA,1862.103,103
MONONA,1863.095,95
MONONA,1864.111,111
MONONA,1865.095,95
MONONA,1866.108,108
MONONA,1867.109,109
MONONA,1868.091,91
MONONA,1869.105,105
MONONA,1870.101,101
MONONA,1871.091,91
MONONA,1872.111,111
MONONA,1873.108,108
MONONA,1874.104,104
MONONA,1875.104,104
MONONA,1876.101,101
MONONA,1877.106,106
MONONA,1878.068,68
MONONA,1879.1,100
MONONA,1880.078,78
MONONA,1881.121,121
MONONA,1882.078,78
MONONA,1883.103,103
MONONA,1884.106,106
MONONA,1885.107,107
MONONA,1886.107,107
MONONA,1887.105,105
MONONA,1888.104,104
MONONA,1889.085,85
MONONA,1890.088,88
MONONA,1891.106,106
MONONA,1892.092,92
MONONA,1893.097,97
MONONA,1894.07,70
MONONA,1895.098,98
MONONA,1896.092,92
MONONA,1897.095,95
MONONA,1898.085,85
MONONA,1899.105,105
MONONA,1900.106,106
MONONA,1901.101,101
MONONA,1902.086,86
MONONA,1903.08,80
MONONA,1904.106,106
MONONA,1905.093,93
MONONA,1906.098,98
MONONA,1907.083,83
MONONA,1908.086,86
MONONA,1909.096,96
MONONA,1910.083,83
MONONA,1911.08,80
MONONA,1912.1,100
MONONA,1913.092,92
MONONA,1914.079,79
MONONA,1915.099,99
MONONA,1916.095,95
MONONA,1917.101,101
MONONA,1918.093,93
MONONA,1919.079,79
MONONA,1920.088,88
MONONA,1921.075,75
MONONA,1922.084,84
MONONA,1923.109,109
MONONA,1924.104,104
MONONA,1925.086,86
MONONA,1926.105,105
MONONA,1927.076,76
MONONA,1928.086,86
MONONA,1929.086,86
MONONA,1930.076,76
MONONA,1931.083,83
MONONA,1932.09,90
MONONA,1933.086,86
MONONA,1934.085,85
MONONA,1935.087,87
MONONA,1936.087,87
MONONA,1937.102,102
MONONA,1938.081,81
MONONA,1939.09,90
MONONA,1940.102,102
MONONA,1941.099,99
MONONA,1942.083,83
MONONA,1943.09,90
MONONA,1944.084,84
MONONA,1945.076,76
MONONA,1946.08,80
MONONA,1947.095,95
MONONA,1948.086,86
MONONA,1949.085,85
MONONA,1950.097,97
MONONA,1951.098,98
MONONA,1952.097,97
MONONA,1953.079,79
MONONA,1954.071,71
MONONA,1955.083,83
MONONA,1956.084,84
MONONA,1957.074,74
MONONA,1958.09,90
MONONA,1959.102,102
MONONA,1960.099,99
MONONA,1961.086,86
MONONA,1962.097,97
MONONA,1963.093,93
MONONA,1964.079,79
MONONA,1965.098,98
MONONA,1966.076,76
MONONA,1967.093,93
MONONA,1968.08,80
MONONA,1969.085,85
MONONA,1970.077,77
MONONA,1971.077,77
MONONA,1972.099,99
MONONA,1973.066,66
MONONA,1974.083,83
MONONA,1975.097,97
MONONA,1976.08,80
MONONA,1977.073,73
MONONA,1978.097,97
MONONA,1979.095,95
MONONA,1980.09,90
MONONA,1981.075,75
MONONA,1982.089,89
MONONA,1983.065,65
MONONA,1984.094,94
MONONA,1985.085,85
MONONA,1986.088,88
MONONA,1987.067,67
MONONA,1988.085,85
MONONA,1989.091,91
MONONA,1990.074,74
MONONA,1991.08,80
MONONA,1992.076,76
MONONA,1993.101,101
MONONA,1994.09,90
MONONA,1995.09,90
MONONA,1996.084,84
MONONA,1997.085,85
MONONA,1998.058,58
MONONA,1999.069,69
MONONA,2000.066,66
MONONA,2001.09,90
MONONA,2002.057,57
MONONA,2003.081,81
MONONA,2004.08,80
MONONA,2005.09,90
MONONA,2006.071,71
MONONA,2007.085,85
MONONA,2008.098,98
MONONA,2009.083,83
MONONA,2010.084,84
MONONA,2011.093,93
MONONA,2012.072,72
MONONA,2013.101,101
MONONA,2014.1,100
MONONA,2015.092,92
MONONA,2016.073,72
MONONA,2017.066,67
MONONA,2018,88
Sunapee,1869,130
Sunapee,1870,130
Sunapee,1871,102
Sunapee,1872,124
Sunapee,1873,126
Sunapee,1874,129
Sunapee,1875,132
Sunapee,1876,132
Sunapee,1877,115
Sunapee,1878,108
Sunapee,1879,132
Sunapee,1880,111
Sunapee,1881,126
Sunapee,1882,119
Sunapee,1883,127
Sunapee,1884,123
Sunapee,1885,120
Sunapee,1886,114
Sunapee,1887,127
Sunapee,1888,135
Sunapee,1889,110
Sunapee,1890,116
Sunapee,1891,114
Sunapee,1892,107
Sunapee,1893,133
Sunapee,1894,109
Sunapee,1895,120
Sunapee,1896,119
Sunapee,1897,119
Sunapee,1898,108
Sunapee,1899,123
Sunapee,1900,120
Sunapee,1901,114
Sunapee,1902,102
Sunapee,1903,95
Sunapee,1904,122
Sunapee,1905,115
Sunapee,1906,119
Sunapee,1907,121
Sunapee,1908,117
Sunapee,1909,112
Sunapee,1910,96
Sunapee,1911,122
Sunapee,1912,117
Sunapee,1913,107
Sunapee,1914,121
Sunapee,1915,110
Sunapee,1916,122
Sunapee,1917,127
Sunapee,1918,116
Sunapee,1919,104
Sunapee,1920,120
Sunapee,1921,88
Sunapee,1922,96
Sunapee,1923,117
Sunapee,1924,110
Sunapee,1925,116
Sunapee,1926,124
Sunapee,1927,110
Sunapee,1928,121
Sunapee,1929,104
Sunapee,1930,107
Sunapee,1931,106
Sunapee,1932,117
Sunapee,1933,120
Sunapee,1934,114
Sunapee,1935,115
Sunapee,1936,105
Sunapee,1937,122
Sunapee,1938,108
Sunapee,1939,127
Sunapee,1940,128
Sunapee,1941,108
Sunapee,1942,109
Sunapee,1943,123
Sunapee,1944,122
